"MUID","SEQN","SNAM","S5ID","CMPPCT","NLAYERS","HYDGRP","SOL_ZMX","ANION_EXCL","SOL_CRK","TEXTURE","SOL_Z1","SOL_BD1","SOL_AWC1","SOL_K1","SOL_CBN1","CLAY1","SILT1","SAND1","ROCK1","SOL_ALB1","USLE_K1","SOL_EC1","SOL_Z2","SOL_BD2","SOL_AWC2","SOL_K2","SOL_CBN2","CLAY2","SILT2","SAND2","ROCK2","SOL_ALB2","USLE_K2","SOL_EC2","SOL_Z3","SOL_BD3","SOL_AWC3","SOL_K3","SOL_CBN3","CLAY3","SILT3","SAND3","ROCK3","SOL_ALB3","USLE_K3","SOL_EC3","SOL_Z4","SOL_BD4","SOL_AWC4","SOL_K4","SOL_CBN4","CLAY4","SILT4","SAND4","ROCK4","SOL_ALB4","USLE_K4","SOL_EC4","SOL_Z5","SOL_BD5","SOL_AWC5","SOL_K5","SOL_CBN5","CLAY5","SILT5","SAND5","ROCK5","SOL_ALB5","USLE_K5","SOL_EC5","SOL_Z6","SOL_BD6","SOL_AWC6","SOL_K6","SOL_CBN6","CLAY6","SILT6","SAND6","ROCK6","SOL_ALB6","USLE_K6","SOL_EC6","SOL_Z7","SOL_BD7","SOL_AWC7","SOL_K7","SOL_CBN7","CLAY7","SILT7","SAND7","ROCK7","SOL_ALB7","USLE_K7","SOL_EC7","SOL_Z8","SOL_BD8","SOL_AWC8","SOL_K8","SOL_CBN8","CLAY8","SILT8","SAND8","ROCK8","SOL_ALB8","USLE_K8","SOL_EC8","SOL_Z9","SOL_BD9","SOL_AWC9","SOL_K9","SOL_CBN9","CLAY9","SILT9","SAND9","ROCK9","SOL_ALB9","USLE_K9","SOL_EC9","SOL_Z10","SOL_BD10","SOL_AWC10","SOL_K10","SOL_CBN10","CLAY10","SILT10","SAND10","ROCK10","SOL_ALB10","USLE_K10","SOL_EC10"
"ABANR~~~~~A","1040","ABANR~~~~~A","SLCAB","100","6","3","1200","0.5","0.5","Not available","180","1.15","14","100","3.7","20","60","20","5","0.1","0.20219281713732","0","220","1.1","13","300","2.8","20","52","28","5","0","0","0","280","1.3","15","100","3","19","55","26","5","0","0","0","580","1.55","16","30","1.5","33","35","32","5","0","0","0","1150","1.45","15","10","0.5","30","35","35","10","0","0","0","1200","1.45","15","10","0","30","35","35","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABANR~~~~~N","1041","ABANR~~~~~N","SLCAB","100","6","3","1200","0.5","0.5","Not available","130","1.1","14","300","4.8","20","60","20","5","0.1","0.202179563701189","0","220","1.1","13","300","4.8","20","52","28","5","0","0","0","280","1.3","15","100","3","19","55","26","5","0","0","0","580","1.55","16","30","1.5","33","35","32","5","0","0","0","1150","1.45","15","10","0.5","30","35","35","10","0","0","0","1200","1.45","15","10","0","30","35","35","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABANZ~~~~~N","1042","ABANZ~~~~~N","SLCAB","100","3","3","1000","0.5","0.5","Not available","50","1.15","13","300","5","20","40","40","5","0.1","0.13323296584996","0","500","1.45","14","10","0","30","30","40","5","0","0","0","1000","1.5","12","10","0","30","20","50","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABARE~~~~~A","1043","ABARE~~~~~A","SLCAB","100","5","1","1200","0.5","0.5","Not available","150","1.4","6","300","1.6","3","10","87","3","0.1","0.0466099848795797","0","400","1.5","3","600","1","3","6","91","3","0","0","0","600","1.5","2","600","1","4","1","95","3","0","0","0","800","1.55","2","300","0.4","5","1","94","3","0","0","0","1200","1.55","4","300","0.2","7","4","89","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABARE~~~~~N","1044","ABARE~~~~~N","SLCAB","100","5","1","1200","0.5","0.5","Not available","150","1.3","6","600","2.1","3","10","87","3","0.1","0.0444394620376974","0","400","1.5","3","600","1","3","6","91","3","0","0","0","600","1.5","2","600","1","4","1","95","3","0","0","0","800","1.55","2","300","0.4","5","1","94","3","0","0","0","1200","1.55","4","300","0.2","7","4","89","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABARM~~~~~A","1045","ABARM~~~~~A","SLCAB","100","6","4","1000","0.5","0.5","Not available","180","1.15","14","100","3.5","20","50","30","0","0.1","0.154853964880257","0","300","1.1","12","300","2.6","20","50","30","0","0","0","0","360","1.35","13","100","1.5","15","40","45","0","0","0","0","560","1.65","19","0","2","30","45","25","0","0","0","0","760","1.55","19","10","1.5","25","55","20","0","0","0","2","1000","1.45","13","10","0","30","25","45","5","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABARM~~~~~N","1046","ABARM~~~~~N","SLCAB","100","5","4","1000","0.5","0.5","Not available","300","1.1","13","300","4.6","20","50","30","0","0.1","0.154834604337707","0","360","1.35","13","100","1.5","15","40","45","0","0","0","0","560","1.65","19","0","2","30","45","25","0","0","0","0","760","1.55","19","10","1.5","25","55","20","0","0","0","2","1000","1.45","13","10","0","30","25","45","5","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABARV~~~~~N","1047","ABARV~~~~~N","SLCAB","100","3","3","1000","0.5","0.5","Not available","50","1.15","13","300","3.5","20","40","40","2","0.1","0.133249990647861","0","300","1.4","15","100","1","30","40","30","5","0","0","0","1000","1.45","16","10","0","35","35","30","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABASLaast~N","1048","ABASLaast~N","SLCAB","100","6","3","1000","0.5","0.5","Not available","50","1.35","12","100","0.4","12","48","40","50","0.1","0.195155218512439","0","130","1.35","12","100","0.4","12","48","40","50","0","0","0","230","1.55","18","30","0.5","37","37","26","15","0","0","0","450","1.55","16","30","0.2","28","38","34","10","0","0","0","640","1.4","17","30","0","27","52","21","10","0","0","0","1000","1.45","16","10","0","32","37","31","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABASLaaxp~N","1049","ABASLaaxp~N","SLCAB","100","7","3","1000","0.5","0.5","Not available","50","1.35","12","100","0.4","12","48","40","5","0.1","0.195155218512439","0","130","1.35","12","100","0.4","12","48","40","5","0","0","0","230","1.55","18","30","0.5","37","37","26","10","0","0","0","450","1.55","16","30","0.2","28","38","34","10","0","0","0","640","1.4","17","30","0","27","52","21","10","0","0","0","800","1.45","16","10","0","32","37","31","10","0","0","0","1000","1.55","10","100","0","10","30","60","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABASLaa~~~N","1050","ABASLaa~~~N","SLCAB","100","6","3","1000","0.5","0.5","Not available","50","1.35","12","100","0.4","12","48","40","5","0.1","0.195155218512439","0","130","1.35","12","100","0.4","12","48","40","5","0","0","0","230","1.55","18","30","0.5","37","37","26","10","0","0","0","450","1.55","16","30","0.2","28","38","34","10","0","0","0","640","1.4","17","30","0","27","52","21","10","0","0","0","1000","1.45","16","10","0","32","37","31","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABASLst~~~N","1051","ABASLst~~~N","SLCAB","100","6","3","1000","0.5","0.5","Not available","50","1.35","12","100","0.4","12","48","40","50","0.1","0.195155218512439","0","130","1.35","12","100","0.4","12","48","40","50","0","0","0","230","1.55","18","30","0.5","37","37","26","15","0","0","0","450","1.55","16","30","0.2","28","38","34","10","0","0","0","640","1.4","17","30","0","27","52","21","10","0","0","0","1000","1.45","16","10","0","32","37","31","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABASLxp~~~N","1052","ABASLxp~~~N","SLCAB","100","7","3","1000","0.5","0.5","Not available","50","1.35","12","100","0.4","12","48","40","5","0.1","0.195155218512439","0","130","1.35","12","100","0.4","12","48","40","5","0","0","0","230","1.55","18","30","0.5","37","37","26","10","0","0","0","450","1.55","16","30","0.2","28","38","34","10","0","0","0","640","1.4","17","30","0","27","52","21","10","0","0","0","800","1.45","16","10","0","32","37","31","10","0","0","0","1000","1.55","10","100","0","10","30","60","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABASL~~~~~N","1053","ABASL~~~~~N","SLCAB","100","6","3","1000","0.5","0.5","Not available","50","1.35","12","100","0.4","12","48","40","5","0.1","0.195155218512439","0","130","1.35","12","100","0.4","12","48","40","5","0","0","0","230","1.55","18","30","0.5","37","37","26","10","0","0","0","450","1.55","16","30","0.2","28","38","34","10","0","0","0","640","1.4","17","30","0","27","52","21","10","0","0","0","1000","1.45","16","10","0","32","37","31","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABASPaa~~~N","1054","ABASPaa~~~N","SLCAB","100","8","4","1000","0.5","0.5","Not available","90","0.95","12","100","5.9","49","36","15","3","0.1","0.142434150237927","0","150","1.3","16","100","1.4","18","68","14","3","0","0","0","180","1.35","16","30","0.9","49","36","15","2","0","0","0","300","1.3","16","0","0.9","62","25","13","2","0","0","0","460","1.35","18","0","0.7","56","28","16","2","0","0","0","660","1.3","16","0","0.8","43","36","21","1","0","0","0","760","1.3","16","0","0.8","45","40","15","1","0","0","7","1000","1.3","16","0","0.8","43","35","22","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABASPxt~~~N","1055","ABASPxt~~~N","SLCAB","100","8","4","1000","0.5","0.5","Not available","90","0.95","12","100","5.9","49","36","15","3","0.1","0.142434150237927","0","150","1.3","16","100","1.4","18","68","14","3","0","0","0","180","1.35","16","30","0.9","49","36","15","2","0","0","0","300","1.3","16","0","0.9","62","25","13","2","0","0","0","460","1.35","18","0","0.7","56","28","16","2","0","0","0","660","1.3","16","0","0.8","43","36","21","1","0","0","0","700","1.3","16","0","0.8","45","40","15","1","0","0","7","1000","1.45","17","10","0.3","35","37","28","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABASP~~~~~N","1056","ABASP~~~~~N","SLCAB","100","8","4","1000","0.5","0.5","Not available","90","0.95","12","100","5.9","49","36","15","3","0.1","0.142434150237927","0","150","1.3","16","100","1.4","18","68","14","3","0","0","0","180","1.35","16","30","0.9","49","36","15","2","0","0","0","300","1.3","16","0","0.9","62","25","13","2","0","0","0","460","1.35","18","0","0.7","56","28","16","2","0","0","0","660","1.3","16","0","0.8","43","36","21","1","0","0","0","760","1.3","16","0","0.8","45","40","15","1","0","0","7","1000","1.3","16","0","0.8","43","35","22","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABAST~~~~~N","1057","ABAST~~~~~N","SLCAB","100","1","4","1200","0.5","0.5","Not available","1200","1.3","18","0","1.8","52","43","5","0","0.1","0.245572901175762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABATLcr~~~N","1058","ABATLcr~~~N","SLCAB","100","4","3","1000","0.5","0.5","Not available","200","1.15","14","100","5.2","30","45","25","0","0.1","0.147506449267427","0","600","1.4","16","100","1.3","30","45","25","1","0","0","0","750","1.4","15","30","0","20","50","30","10","0","0","0","1000","1.45","18","10","0","30","50","20","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABATLgl~~~N","1059","ABATLgl~~~N","SLCAB","100","4","2","1000","0.5","0.5","Not available","200","1.15","15","100","7.8","30","45","25","0","0.1","0.147506364339914","0","600","1.4","16","100","1.3","30","45","25","1","0","0","0","750","1.4","15","30","0","20","50","30","10","0","0","0","1000","1.45","18","10","0","30","50","20","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABATLst~~~A","1060","ABATLst~~~A","SLCAB","100","4","3","1000","0.5","0.5","Not available","200","1.25","15","100","4","30","45","25","10","0.1","0.147510170556196","0","600","1.4","16","100","1.3","30","45","25","10","0","0","0","750","1.4","15","30","0","20","50","30","10","0","0","0","1000","1.45","18","10","0","30","50","20","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABATLzr~~~N","1061","ABATLzr~~~N","SLCAB","100","4","3","1000","0.5","0.5","Not available","200","1.15","14","100","3.9","30","45","25","1","0.1","0.147511607508865","0","300","1.45","17","10","1","30","45","25","3","0","0","0","600","1.4","15","30","0","20","50","30","10","0","0","0","1000","1.45","18","10","0","30","50","20","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABATL~~~~~A","1062","ABATL~~~~~A","SLCAB","100","4","3","1000","0.5","0.5","Not available","200","1.25","15","100","4","30","45","25","0","0.1","0.147510170556196","0","600","1.4","16","100","1.3","30","45","25","1","0","0","0","750","1.4","15","30","0","20","50","30","10","0","0","0","1000","1.45","18","10","0","30","50","20","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABATL~~~~~N","1063","ABATL~~~~~N","SLCAB","100","4","3","1000","0.5","0.5","Not available","200","1.15","14","100","5.2","30","45","25","0","0.1","0.147506449267427","0","600","1.4","16","100","1.3","30","45","25","1","0","0","0","750","1.4","15","30","0","20","50","30","10","0","0","0","1000","1.45","18","10","0","30","50","20","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABATM~~~~~N","1064","ABATM~~~~~N","SLCAB","100","4","1","1000","0.5","0.5","Not available","150","1.15","12","300","5.2","15","45","40","1","0.1","0.141979184310157","0","300","1.4","11","100","1.5","20","30","50","1","0","0","0","500","1.45","11","300","0.5","15","30","55","1","0","0","0","1000","1.55","4","300","0","5","5","90","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABATOaa~~~A","1065","ABATOaa~~~A","SLCAB","100","6","2","1200","0.5","0.5","Not available","180","1.25","13","100","3.1","18","37","45","0","0.1","0.128018834437294","0","250","1.15","12","300","3","18","37","45","0","0","0","0","400","1.15","11","300","1","20","36","44","0","0","0","0","700","1.4","13","100","0.3","20","40","40","0","0","0","0","900","1.5","15","30","0.5","21","46","33","0","0","0","0","1200","1.5","13","100","0.4","19","35","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABATOxc~~~N","1066","ABATOxc~~~N","SLCAB","100","4","2","1000","0.5","0.5","Not available","250","1.15","12","300","4.8","18","37","45","0","0.1","0.12795857113661","0","400","1.15","11","300","1.5","20","36","44","0","0","0","0","700","1.4","13","100","0.3","20","40","40","0","0","0","0","1000","1.3","15","0","0.1","45","30","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABATO~~~~~A","1067","ABATO~~~~~A","SLCAB","100","6","2","1200","0.5","0.5","Not available","180","1.25","13","100","3.1","18","37","45","0","0.1","0.128018834437294","0","250","1.15","12","300","3","18","37","45","0","0","0","0","400","1.15","11","300","1","20","36","44","0","0","0","0","700","1.4","13","100","0.3","20","40","40","0","0","0","0","900","1.5","15","30","0.5","21","46","33","0","0","0","0","1200","1.5","13","100","0.4","19","35","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
